SIRET,SIREN,DEPARTEMENT,NOM_COMMUNE,INSEE,CODE_COMMUNE,POP_2022,FRAIS_REPRESENTATION,EUR_PAR_HAB,COUL_POL,LATITUDE,LONGITUDE,TOTAL_CHARGES,CHARGES_PERSONNEL,ACHATS_SERVICES,CHARGES_FINANCIERES,CHARGES_EXCEPT,AUTRES_CHARGES_GESTION,RATIO_FRAIS_REP
21590638900014,215906389,59,WANNEHAIN,638,59638,1332,213.0,0.16,Non classé,50.5709754745,3.27007498669,865095.13,489051.57,224180.25,13189.3,2112.03,127895.93,0.0246
21600004200012,216000042,60,LES AGEUX,6,60006,1147,450.0,0.39,Non classé,49.3183042237,2.5890180969,900732.68,310534.77,419577.1,16255.05,14316.31,120583.94,0.05
21600016600019,216000166,60,ANSACQ,16,60016,271,26.2,0.1,Non classé,49.350204752,2.36431728817,215579.45,90464.67,81693.06,2173.9,0.0,39230.18,0.0122
21600138800018,216001388,60,CHAMBLY,139,60139,9909,8226.33,0.83,Gauche,49.1718103651,2.24657019692,15614308.69,5880554.28,5196265.44,666621.27,33676.77,2301140.63,0.0527
21600187500014,216001875,60,CUISE-LA-MOTTE,188,60188,2101,11220.0,5.34,Non classé,49.3859702699,2.99976302541,1338808.43,674963.56,529434.82,23420.53,0.0,89313.86,0.8381
21600236000016,216002360,60,FLEURINES,238,60238,1927,65.5,0.03,Non classé,49.2623361218,2.59258349492,1459700.82,555729.4,658505.98,10299.74,0.0,187066.05,0.0045
21600288100011,216002881,60,GUISCARD,291,60291,1763,583.6,0.33,Non classé,49.6583847453,3.05502192746,1624090.88,552645.83,528850.68,27185.26,525.0,463041.7,0.0359
21600379800016,216003798,60,MARGNY-LES-COMPIEGNE,382,60382,8700,775.6,0.09,Centre,49.4329968709,2.8054861143,9333284.89,4790727.55,3203769.82,152164.44,21137.0,386596.89,0.0083
21600443200011,216004432,60,NEUFCHELLES,448,60448,389,158.4,0.41,Non classé,49.1155773029,3.05195614829,237097.6,68980.45,61801.65,0.0,0.0,103592.28,0.0668
21600556100016,216005561,60,SACY-LE-GRAND,562,60562,1578,95.0,0.06,Non classé,49.3567536222,2.55499209997,1045534.43,470634.93,394839.57,9557.83,0.0,131757.58,0.0091
21600577700018,216005777,60,SAINT-LEU-D'ESSERENT,584,60584,4576,840.15,0.18,Courants politiques divers,49.2286214126,2.40910625002,8284095.89,4124698.71,2308010.48,108525.22,50853.35,613520.77,0.0101
21600626200010,216006262,60,THIVERNY,635,60635,1061,121.2,0.11,Non classé,49.245997329,2.42786495364,1221835.56,622808.2,363974.29,54072.42,2790.28,158454.44,0.0099
21600655100016,216006551,60,VENDEUIL-CAPLY,664,60664,444,95.0,0.21,#N/D,49.6103570649,2.29253043617,343410.46,136657.39,118235.38,2102.53,0.0,81868.83,0.0277
21600669200018,216006692,60,VILLENEUVE-LES-SABLONS,678,60678,1188,236.77,0.2,Non classé,49.2334293804,2.07366432947,805323.34,197440.53,458289.31,10780.47,23202.28,104251.34,0.0294
20005381700017,200053817,61,VAL-AU-PERCHE,484,61484,3324,190.0,0.06,Centre,48.2676940084,0.650909010002,6423401.0,1169983.7,4627158.88,28085.65,29541.3,213823.27,0.003
20006096000016,200060960,61,FERTE-MACE - LA,168,61168,5095,2157.95,0.42,Centre,48.581835018,-0.366879794994,8590356.38,4488301.26,1996312.89,121333.49,397270.12,707339.62,0.0251
21610006500012,216100065,61,ARGENTAN,6,61006,13494,2239.66,0.17,Gauche,48.7321880919,-0.0132322590535,21838484.68,10072280.59,6435422.16,475398.31,207351.75,3175141.01,0.0103
21610150100015,216101501,61,ECHAUFFOUR,150,61150,730,95.0,0.13,Non classé,48.7322506455,0.395097737587,427218.13,97814.07,171326.45,10437.74,41000.44,49937.0,0.0222
21620041000019,216200410,62,ARRAS,41,62041,42621,5462.91,0.13,Centre,50.2898964997,2.76587316711,69911869.03,36405016.7,15995677.91,901359.76,1127210.19,10243107.61,0.0078
21620073300014,216200733,62,BAILLEUL-SIR-BERTHOULT,73,62073,1432,144.02,0.1,,50.3357112804,2.84376737542,1288013.36,575960.17,603835.45,11757.98,0.0,74997.47,0.0112
21620191300011,216201913,62,CAFFIERS,191,62191,726,164.25,0.23,Non classé,50.843543317,1.81075267365,587473.96,200426.8,261018.6,23193.84,0.0,92731.1,0.028
21620193900016,216201939,62,CALAIS,193,62193,67585,7000.0,0.1,Droite,50.9502072754,1.87575566132,115952047.03,49142186.12,28903501.56,3328251.14,7069950.01,22502239.49,0.006
21620224200014,216202242,62,CHOCQUES,224,62224,2808,2833.7,1.01,Non classé,50.5404138209,2.56222999188,1779596.98,1087325.83,477515.65,37828.77,3358.38,137807.59,0.1592
21620360400014,216203604,62,FRETHUN,360,62360,1393,500.0,0.36,Non classé,50.9121649744,1.81683480747,1843563.5,877200.12,613976.76,12753.79,121272.0,154682.72,0.0271
21620400800017,216204008,62,HAILLICOURT,400,62400,4974,976.3,0.2,,50.4758957511,2.57933383024,4258043.65,2247507.14,1350372.61,24734.4,240.0,372844.65,0.0229
21620473500163,216204735,62,ISBERGUES,473,62473,8653,1641.98,0.19,Courants politiques divers,50.6163010723,2.45566347831,10703906.23,5141570.61,4103378.33,82195.83,5954.12,801455.52,0.0153
21620498200013,216204982,62,LENS,498,62498,32697,72.4,0.0,Gauche,50.4374264148,2.82105851259,54447370.91,28384049.25,13875299.22,820531.92,284009.0,3664577.33,0.0001
21620510400443,216205104,62,LIEVIN,510,62510,30113,15997.88,0.53,Gauche,50.4242782538,2.77291885384,48164997.86,20965409.9,11065595.05,987371.8,2622398.34,5319447.51,0.0332
21620548400019,216205484,62,MARCK,548,62548,10468,461.5,0.04,Droite,50.9539156079,1.94945765215,10902376.18,5857876.77,2435128.45,142078.89,390286.12,1485368.43,0.0042
21620628400012,216206284,62,NOYELLES-SOUS-LENS,628,62628,6757,95.0,0.01,Gauche,50.4286822706,2.87559653416,8630632.89,5264524.73,2469838.36,143577.64,4121.62,315377.35,0.0011
21620706800018,216207068,62,RICHEBOURG,706,62706,2653,2000.0,0.75,Non classé,50.5790087378,2.74726959895,2327813.88,1178299.72,715505.69,143313.12,90.0,151199.84,0.0859
21620755500014,216207555,62,SAINT-LEONARD,755,62755,3346,542.1,0.16,Non classé,50.6957085427,1.62300066383,3518760.91,1641975.53,1190097.74,29679.41,964.0,368588.4,0.0154
21620832200018,216208322,62,TUBERSENT,832,62832,576,600.0,1.04,Non classé,50.5216866473,1.69918169379,353617.25,143255.35,165831.67,2018.93,0.0,38015.77,0.1697
21630069900016,216300699,63,LE CENDRE,69,63069,5455,1298.48,0.24,Centre,45.7178589681,3.19396372923,5701736.32,2708344.51,1696565.12,176343.06,61.32,514347.3,0.0228
21630092100014,216300921,63,CHARBONNIERES LES VARENNES,92,63092,1914,95.0,0.05,Non classé,45.8981076915,2.98002956187,1990955.92,790841.53,725298.25,47277.52,5718.63,260405.2,0.0048
21630124200014,216301242,63,COURNON D AUVERGNE,124,63124,20020,1099.14,0.05,Gauche,45.7429670015,3.18687581638,32748063.62,14972230.88,10016120.04,385719.64,134394.48,4453251.08,0.0034
21630300800017,216303008,63,RIOM,300,63300,18680,2457.2,0.13,Droite,45.8942667778,3.13246469719,25849068.94,14704683.17,6342548.51,272610.34,79696.75,1695075.08,0.0095
21630403000010,216304030,63,ST VINCENT,403,63403,417,95.0,0.23,Non classé,45.5472176594,3.12590149636,245862.69,89923.1,47076.96,5808.15,59.9,83875.13,0.0386
20010253100015,200102531,64,LACQ,300,64300,1034,1208.82,1.17,Non classé,43.4215600876,-0.612163653339,1528533.33,587693.03,590256.76,32846.66,531.55,305422.91,0.0791
21640021800014,216400218,64,ANDOINS,21,64021,724,95.0,0.13,Non classé,43.3003317348,-0.223135510504,496576.99,205631.05,173066.68,45827.31,0.0,61789.53,0.0191
21640114100017,216401141,64,BERNADETS,114,64114,587,180.8,0.31,Non classé,43.3767881583,-0.282433844807,430811.57,167589.26,195847.33,5301.29,0.0,57282.19,0.042
21640125700011,216401257,64,BIDART,125,64125,7674,6000.0,0.78,Courants politiques divers,43.4380521764,-1.58002714725,11391513.18,5644427.23,4051061.79,169591.85,13186.4,830678.64,0.0527
21640181000017,216401810,64,CASTILLON CANTON ARTHEZ-DE-BEARN,181,64181,336,735.16,2.19,Non classé,43.4647790726,-0.57522696758,209328.07,38156.89,61982.92,2222.55,0.0,102599.54,0.3512
21640188500019,216401885,64,CHERAUTE,188,64188,1048,95.0,0.09,,43.2304528106,-0.821599852605,812660.99,221412.41,133771.41,15285.63,0.0,415832.9,0.0117
21640284200019,216402842,64,JURANCON,284,64284,7063,101.0,0.01,Centre,43.2695632007,-0.407001172739,6567790.03,3529454.78,1775873.85,119668.46,2295.09,755361.16,0.0015
21640303000010,216403030,64,LAGUINGE-RESTOUE,303,64303,155,1000.0,6.45,Non classé,43.095942797,-0.84902832685,109818.76,38101.6,28673.78,2498.3,0.0,39515.18,0.9106
21640370900019,216403709,64,MAUCOR,370,64370,567,108.0,0.19,Non classé,43.3565898582,-0.284966466044,285823.5,80589.02,100448.88,2364.57,0.0,97414.03,0.0378
21640374100012,216403741,64,MAZEROLLES,374,64374,1188,1366.75,1.15,,43.443213137,-0.478568880464,883211.91,370900.77,326432.99,13367.99,1040.6,148040.7,0.1547
21640422800019,216404228,64,OLORON-SAINTE-MARIE,422,64422,10658,280.0,0.03,Gauche,43.1560871189,-0.587546244432,15511787.98,7326201.16,3659132.08,497967.2,215187.39,1952072.16,0.0018
21640425100011,216404251,64,OREGUE,425,64425,517,95.0,0.18,Non classé,43.4048811444,-1.16532813582,250662.64,25464.1,114817.29,5230.07,0.0,97871.74,0.0379
21640463200012,216404632,64,REBENACQ,463,64463,643,842.8,1.31,Non classé,43.1559802063,-0.394552598132,590705.69,263176.6,230933.94,4779.61,215.0,49918.99,0.1427
21640502700014,216405027,64,SAMES,502,64502,703,478.36,0.68,Non classé,43.527482395,-1.16790395141,448461.23,109993.14,115351.71,1054.02,500.0,207638.3,0.1067
21650044700018,216500447,65,AUBAREDE,44,65044,286,64.82,0.23,Non classé,43.2705496988,0.249527710509,108270.77,2922.28,78822.47,1216.57,0.0,23280.01,0.0599
21650079300015,216500793,65,BEGOLE,79,65079,191,812.61,4.25,Non classé,43.1596154692,0.319511225672,134990.99,4626.11,53784.12,1623.04,31336.0,41673.72,0.602
21650149400019,216501494,65,CLARAC,149,65149,162,290.84,1.8,Non classé,43.2189623801,0.251872148873,100868.05,4085.43,68102.51,2151.16,135.0,24612.17,0.2883
21650153600017,216501536,65,COUSSAN,153,65153,110,760.53,6.91,Non classé,43.2444618183,0.204407038553,56536.13,5914.02,30063.1,23.11,0.0,19099.9,1.3452
21650206200013,216502062,65,GOUDON,206,65206,239,60.0,0.25,Non classé,43.2453593051,0.236810689449,124933.83,0.0,69532.21,12.88,0.0,54596.74,0.048
21650222900018,216502229,65,HITTE,222,65222,137,574.01,4.19,Non classé,43.1520020024,0.163133431927,81203.44,0.0,40220.58,0.0,0.0,39652.86,0.7069
21650232800018,216502328,65,JACQUE,232,65232,67,204.55,3.05,Non classé,43.3206788577,0.215472944826,37113.67,0.0,19015.11,952.49,0.0,16421.07,0.5511
21650247600015,216502476,65,ARRAYOU-LAHITTE,247,65247,99,1200.0,12.12,Non classé,43.0934147227,0.0446631806438,73168.37,3046.18,45438.42,0.0,0.0,16449.83,1.6401
21650258300018,216502583,65,LANNEMEZAN,258,65258,5810,804.1,0.14,Gauche,43.117063337,0.39353033034,12750343.15,5596843.29,3191951.11,623173.42,150206.59,2386844.12,0.0063
21650259100011,216502591,65,LANSAC,259,65259,181,279.74,1.55,Non classé,43.221317061,0.17215713947,98779.56,8794.0,67904.68,6029.87,0.0,15091.61,0.2832
21650333400015,216503334,65,OLEAC-DESSUS,333,65333,112,32.82,0.29,Non classé,43.1610283433,0.19689417299,68903.57,405.12,20626.62,905.26,0.0,45592.57,0.0476
21650346600015,216503466,65,OUEILLOUX,346,65346,151,5.44,0.04,Non classé,43.1751943141,0.181896926196,79026.15,0.0,48755.94,47.33,0.0,28613.88,0.0069
21650367200018,216503672,65,POUMAROUS,367,65367,154,42.79,0.28,Non classé,43.1556409444,0.215770472747,144123.87,140.8,97708.87,0.0,0.0,44929.05,0.0297
21650378900010,216503789,65,RICAUD,378,65378,65,421.0,6.48,Non classé,43.147168202,0.273180802588,61946.22,0.0,34264.42,0.0,0.0,26338.8,0.6796
21650440700018,216504407,65,TARBES,440,65440,44529,2122.52,0.05,Droite,43.2347859635,0.0660093937851,75064760.12,34775552.43,13118081.36,1039357.09,755312.06,17033023.01,0.0028
21660003100019,216600031,66,AMELIE-LES-BAINS-PALALDA,3,66003,3553,803.0,0.23,Non classé,42.4436859079,2.68338432052,7192145.64,4048017.71,1959437.51,231885.15,2542.13,485283.74,0.0112
21660004900011,216600049,66,LES ANGLES,4,66004,584,350.0,0.6,Non classé,42.5797574108,2.05268528008,9503270.48,3064874.09,2899609.67,1294145.13,31676.96,1511861.26,0.0037
21660017100013,216600171,66,BARCARES LE,17,66017,6203,6999.9,1.13,Droite,42.8127710984,3.02834125149,38104234.17,10079906.34,13670173.27,942043.2,7107113.12,1990271.92,0.0184
21660028800015,216600288,66,CABESTANY,28,66028,10414,1021.6,0.1,,42.6790392044,2.94628633406,15434617.28,8696383.21,3383602.59,219349.86,31708.95,727577.44,0.0066
21660037900012,216600379,66,CANET-EN-ROUSSILLON,37,66037,13005,168.26,0.01,Droite,42.6841288047,3.01161744752,28678334.53,14662200.93,6988999.96,546062.48,22388.39,4489329.06,0.0006
21660050200019,216600502,66,CLAIRA,50,66050,4801,560.2,0.12,Courants politiques divers,42.7641982638,2.94476145253,5227070.9,2227739.69,1646417.67,52187.16,77853.1,529565.22,0.0107
21660062700014,216600627,66,DORRES,62,66062,178,190.0,1.07,Non classé,42.513691127,1.92704781601,373182.02,154617.83,143682.97,0.0,0.0,49362.33,0.0509
21660065000016,216600650,66,ELNE,65,66065,9479,168.01,0.02,Gauche,42.6008592066,2.97119695146,12780346.08,7314284.72,2978741.97,408296.81,312426.06,1084629.22,0.0013
21660069200018,216600692,66,ESPIRA-DE-L'AGLY,69,66069,3525,1197.6,0.34,Non classé,42.7964740198,2.82234963668,4013333.21,2261935.88,926745.06,20191.79,114011.14,257962.12,0.0298
21660074200011,216600742,66,EUS,74,66074,381,745.6,1.96,Non classé,42.657654474,2.44661138862,499203.26,235630.02,211904.21,4580.23,13000.0,29292.54,0.1494
21660094000011,216600940,66,LATOUR-BAS-ELNE,94,66094,3224,1009.0,0.31,Non classé,42.6043043945,3.0052419925,2277596.03,1060845.45,719652.27,54784.61,76.0,413655.8,0.0443
21660099900017,216600999,66,LLAURO,99,66099,314,289.99,0.92,Non classé,42.5460172155,2.74437234146,288048.12,105965.89,69835.55,516.66,0.0,88602.46,0.1007
21660100500012,216601005,66,LLO,100,66100,156,30.0,0.19,Non classé,42.4335821703,2.09024996022,262708.65,94314.74,88060.83,3121.9,209.0,69906.75,0.0114
21660105400010,216601054,66,MATEMALE,105,66105,279,3489.32,12.51,Non classé,42.5770065721,2.11612519256,847988.31,429005.51,217955.04,5678.84,43557.75,82416.26,0.4115
21660118700018,216601187,66,MONTNER,118,66118,328,5989.18,18.26,Non classé,42.7408986624,2.68850770885,460114.08,223551.74,126813.4,1836.75,0.0,99440.33,1.3017
21660121100016,216601211,66,NEFIACH,121,66121,1371,190.0,0.14,Non classé,42.6961258361,2.65843590263,1454221.32,666377.04,465577.12,57598.83,0.0,156404.94,0.0131
21660130200013,216601302,66,OSSEJA,130,66130,1376,60.0,0.04,Non classé,42.3951873215,1.99778156297,2376329.05,855725.33,1000971.88,80227.79,0.0,384079.29,0.0025
21660136900012,216601369,66,PERPIGNAN,136,66136,120996,611.05,0.01,Extrême droite,42.6965954131,2.89936953979,185317903.94,100707039.61,45308445.93,5672738.78,1768441.32,20263611.72,0.0003
21660149200095,216601492,66,PRADES,149,66149,6166,166.0,0.03,,42.6145021996,2.43074849066,6854165.79,3307118.52,2019876.77,110825.44,10038.39,830224.14,0.0024
21660159100011,216601591,66,REAL,159,66159,75,30.0,0.4,Non classé,42.6407525568,2.14619018938,183388.69,53758.77,70141.42,3964.19,0.0,29932.82,0.0164
21660165800018,216601658,66,RODES,165,66165,717,943.95,1.32,Non classé,42.6564198443,2.55013246871,1306130.92,472079.46,453612.21,41273.12,153.79,269739.71,0.0723
21660171600014,216601716,66,SAINT-CYPRIEN,171,66171,11995,3400.36,0.28,Droite,42.6220280294,3.01622014324,29398595.24,13209609.53,7450401.86,775753.82,301992.8,4548405.72,0.0116
21660175700018,216601757,66,SAINT-GENIS-DES-FONTAINES,175,66175,2985,1028.0,0.34,Non classé,42.5501690702,2.92022187545,2119960.67,1095852.97,635900.99,67292.57,40100.25,218334.07,0.0485
21660182300018,216601823,66,SAINTE-MARIE,182,66182,4749,3390.0,0.71,Courants politiques divers,42.7262501426,3.017081634,10548675.77,3886097.23,4479063.16,144000.15,101162.38,787408.56,0.0321
21660208600011,216602086,66,THEZA,208,66208,2181,1317.5,0.6,Non classé,42.6401080331,2.94564275118,1540694.73,859369.54,482867.6,16873.92,57.5,154514.55,0.0855
21660222700011,216602227,66,VERNET-LES-BAINS,222,66222,1441,3709.48,2.57,Non classé,42.5385252811,2.41579513309,2492723.41,1441904.19,679689.12,45821.74,71475.58,194467.51,0.1488
21660223500014,216602235,66,VILLEFRANCHE-DE-CONFLENT,223,66223,205,1127.48,5.5,Non classé,42.5964793448,2.3599348086,904294.04,339514.33,305051.38,1245.82,136756.45,44867.81,0.1247
21670066600011,216700666,67,LA BROQUE,66,67066,2577,312.9,0.12,Non classé,48.4601655449,7.17283025504,2154927.93,917850.07,730298.26,79821.37,41933.46,248936.75,0.0145
21670116900015,216701169,67,EBERSMUNSTER,116,67116,571,457.0,0.8,Non classé,48.3033027968,7.53361664193,298754.64,130677.93,114123.39,4615.98,0.0,41250.21,0.153
21670130000016,216701300,67,ERSTEIN,130,67130,11076,53.3,0.0,,48.4213687934,7.68523629922,12347230.68,46311.41,10404577.16,21186.09,314291.84,766690.6,0.0004
21670137500018,216701375,67,FEGERSHEIM,137,67137,5769,415.2,0.07,Droite,48.4974401666,7.68863317258,6231221.3,2637618.27,1981539.87,95993.44,21798.44,615025.47,0.0067
21670169800013,216701698,67,GRIES,169,67169,2886,380.0,0.13,Non classé,48.7513621625,7.82473437694,1897247.05,691185.36,681672.24,11932.32,150500.0,324134.97,0.02
21670276100018,216702761,67,LUTZELHOUSE,276,67276,1921,225.01,0.12,Non classé,48.5376842701,7.24174255302,1334963.16,460944.86,626672.93,33147.4,6868.84,123311.7,0.0169
21670281100011,216702811,67,MARCKOLSHEIM,281,67281,4384,5000.0,1.14,Droite,48.1496222393,7.56101805973,5375270.87,2086656.47,1690717.04,10835.94,0.0,797870.75,0.093
21670309000011,216703090,67,MUNDOLSHEIM,309,67309,5236,95.0,0.02,Gauche,48.6395028241,7.71495900977,6561946.03,3770560.25,1742504.51,21970.26,180480.57,482038.08,0.0014
21670321500014,216703215,67,NEUVILLER-LA-ROCHE,321,67321,331,962.7,2.91,Non classé,48.4309499766,7.26437049524,355909.76,126955.57,162066.6,9060.59,0.0,33527.99,0.2705
21670344700013,216703447,67,OBERHOFFEN-LES-WISSEMBOURG,344,67344,312,4036.0,12.94,Non classé,49.0107628213,7.91451933272,250123.7,76671.39,83404.46,2575.48,0.0,75079.61,1.6136
21670362900016,216703629,67,ORSCHWILLER,362,67362,627,95.0,0.15,Non classé,48.2472141611,7.35466655979,474901.19,191214.01,151145.1,4332.3,33293.0,72332.41,0.02
21670391800013,216703918,67,REINHARDSMUNSTER,391,67391,437,1010.14,2.31,Non classé,48.6824887091,7.29960945429,264860.14,71536.99,129857.9,5588.08,0.0,55334.16,0.3814
21670420500089,216704205,67,RUSS,420,67420,1233,743.45,0.6,Non classé,48.485644468,7.26907262122,1150700.6,415295.67,449133.84,14453.14,24.59,161071.55,0.0646
21670443700013,216704437,67,SCHEIBENHARD,443,67443,875,95.0,0.11,Non classé,48.9694902772,8.14441884715,506490.9,171376.45,237178.45,8301.18,4703.33,78638.92,0.0188
21670445200012,216704452,67,SCHERWILLER,445,67445,3121,2062.0,0.66,Non classé,48.2952491317,7.41512520333,1955289.79,990219.54,707357.92,22236.22,0.0,197285.21,0.1055
21670448600101,216704486,67,SCHIRMECK,448,67448,2081,826.0,0.4,Non classé,48.4922866758,7.19802185316,2673944.95,1138804.2,826852.04,60970.74,326314.85,230443.74,0.0309
21670451000017,216704510,67,SCHLEITHAL,451,67451,1387,190.0,0.14,,48.9866877882,8.03245786047,665475.82,234118.81,221733.34,0.0,9227.23,193272.84,0.0286
21670462700019,216704627,67,SELESTAT,462,67462,19523,832.7,0.04,Droite,48.2481136279,7.46224896454,33269187.5,14972768.18,8126740.1,771296.52,912491.96,6283613.2,0.0025
21670464300016,216704643,67,SERMERSHEIM,464,67464,974,313.5,0.32,Non classé,48.3443357629,7.55277785563,1354416.82,209704.28,237225.82,43259.9,799349.08,50064.12,0.0231
21670471800016,216704718,67,SOUFFELWEYERSHEIM,471,67471,8182,5229.3,0.64,Droite,48.6319311688,7.74194727065,6274846.31,3177325.77,1732265.93,64146.67,0.05,1028834.82,0.0833
21670474200016,216704742,67,SOULTZ-SOUS-FORETS,474,67474,3125,95.0,0.03,Non classé,48.9461642075,7.87359864642,3125120.32,1234821.03,1302692.37,65067.74,209.63,467516.38,0.003
21670486600013,216704866,67,SUNDHOUSE,486,67486,1810,489.12,0.27,Non classé,48.2550723499,7.63031906582,1250533.0,508952.22,307935.53,21840.61,230000.0,151676.97,0.0391
21670487400017,216704874,67,SURBOURG,487,67487,1718,329.4,0.19,Non classé,48.9102568228,7.83566149848,1245745.41,413481.93,404610.15,46010.64,12477.54,256180.08,0.0264
21670500400093,216705004,67,URMATT,500,67500,1476,550.1,0.37,Non classé,48.5390014537,7.29527991151,1295164.58,403571.13,657996.12,28336.69,16028.98,140121.23,0.0425
21670519400019,216705194,67,LA WANTZENAU,519,67519,5879,1024.85,0.17,Droite,48.6593283518,7.83143435964,4840579.02,1916540.61,1605662.74,107076.95,30.0,899443.33,0.0212
21670529300019,216705293,67,WEYERSHEIM,529,67529,3515,190.0,0.05,Non classé,48.7165328229,7.83088991844,2010921.05,778566.73,790358.05,75379.17,12320.0,288378.54,0.0094
21670543400019,216705434,67,WISCHES,543,67543,2061,321.8,0.16,Non classé,48.5121595612,7.21702183927,1932139.76,540493.81,1210016.42,1660.73,1235.4,91610.36,0.0167
21670544200012,216705442,67,WISSEMBOURG,544,67544,7541,118.1,0.02,Courants politiques divers,49.0184562539,7.96174575912,11874459.89,4884019.11,3812258.23,264440.01,87398.56,1644412.63,0.001
21670546700019,216705467,67,WITTERSHEIM,546,67546,728,285.0,0.39,Non classé,48.7801634182,7.65461502349,162870.11,0.0,105101.92,3764.77,17661.0,35292.42,0.175
20005943400015,200059434,68,MASEVAUX-NIEDERBRUCK,201,68201,3615,2057.62,0.57,Droite,47.7778607514,6.99469023455,4879116.82,1730215.45,1899352.45,88845.04,23419.98,295644.94,0.0422
21680001100019,216800011,68,ALGOLSHEIM,1,68001,1132,960.0,0.85,Non classé,48.0034942953,7.54980840525,816039.53,398102.63,230879.31,70248.32,0.0,103200.73,0.1176
21680014400018,216800144,68,AUBURE,14,68014,357,244.6,0.69,Non classé,48.204266087,7.21127661313,553149.2,169036.58,255382.52,5021.32,4671.78,54513.85,0.0442
21680057300018,216800573,68,BUETHWILLER,57,68057,244,770.4,3.16,Non classé,47.6601180217,7.13595818077,229255.92,52268.95,102961.58,3944.44,0.0,64725.09,0.336
21680060700014,216800607,68,BURNHAUPT-LE-HAUT,60,68060,1753,75.52,0.04,Non classé,47.7343429793,7.12813648171,1063655.73,395718.82,536101.92,217.97,0.0,99217.97,0.0071
21680066400015,216800664,68,COLMAR,66,68066,67360,92.0,0.0,Droite,48.1099405789,7.38468690323,94694585.08,47602516.29,22126281.46,1289806.95,856585.88,9567725.77,0.0001
21680224900013,216802249,68,MULHOUSE,224,68224,104924,2889.0,0.03,Droite,47.749163303,7.32570047509,172269121.42,79916125.95,40401164.73,4323733.46,777450.84,33178997.57,0.0017
21680285000018,216802850,68,RORSCHWIHR,285,68285,366,95.0,0.26,Non classé,48.219003777,7.36549943321,293256.26,77765.75,134937.02,10542.74,0.0,57277.49,0.0324
21680300700014,216803007,68,SAUSHEIM,300,68300,5597,237.1,0.04,Droite,47.7824980107,7.40065794746,7856191.47,3256730.63,1933401.02,1295.0,3279.02,2014357.89,0.003
21680305600011,216803056,68,SEPPOIS-LE-BAS,305,68305,1426,2540.45,1.78,Non classé,47.5376133947,7.16814388588,1412118.72,620212.25,482274.32,86264.62,1854.66,182705.99,0.1799
21680376700013,216803767,68,WITTENHEIM,376,68376,15491,157.82,0.01,Gauche,47.8102988155,7.31251407267,19008777.57,7724598.54,7855638.1,95559.01,34808.66,1826033.92,0.0008
21690003500017,216900035,69,ALBIGNY-SUR-SAONE,3,69003,3013,1639.62,0.54,Non classé,45.8642146878,4.83076882864,2676730.31,1129704.23,842791.76,10918.54,14403.6,618490.28,0.0613
21690029000018,216900290,69,BRON,29,69029,42850,4000.0,0.09,Droite,45.7344856902,4.91168159471,47515279.93,25879828.3,9278651.81,498533.49,24417.57,9039560.1,0.0084
21690046400019,216900464,69,CHARLY,46,69046,4670,3591.26,0.77,Droite,45.6508030162,4.78979572338,5505195.15,2732474.25,1502028.58,273727.47,0.0,676361.39,0.0652
21690047200012,216900472,69,CHARNAY,47,69047,1031,115.0,0.11,Non classé,45.891187551,4.66063186811,714307.98,326135.8,265823.57,1478.45,0.0,111107.31,0.0161
21690061300011,216900613,69,COGNY,61,69061,1198,347.89,0.29,Non classé,45.987704614,4.61029755022,691441.64,335527.78,252754.46,15120.14,0.0,78749.94,0.0503
21690071200011,216900712,69,CURIS-AU-MONT-D'OR,71,69071,1186,121.2,0.1,Non classé,45.8694161345,4.81844287868,933447.59,430654.54,310748.44,0.0,1068.03,160155.29,0.013
21690074600019,216900746,69,DENICE,74,69074,1574,1800.0,1.14,Non classé,46.0045607655,4.65149773309,996098.75,380367.61,347594.97,18127.89,66721.22,171022.91,0.1807
21690083700016,216900837,69,EVEUX,83,69083,1169,176.0,0.15,Non classé,45.8241099915,4.62228473387,741547.74,304290.87,225780.69,11144.64,0.0,188927.96,0.0237
21690087800010,216900878,69,FONTAINES-SAINT-MARTIN,87,69087,3070,950.66,0.31,Non classé,45.8433300655,4.85410848076,2612509.54,1120636.1,1159102.1,26427.44,0.0,250960.79,0.0364
21690088600013,216900886,69,FONTAINES-SUR-SAONE,88,69088,7005,105.8,0.02,Centre,45.8282811054,4.85664595594,5819399.47,2788977.49,1790737.97,90002.35,0.0,680659.37,0.0018
21690091000011,216900910,69,GIVORS,91,69091,20943,2722.98,0.13,Gauche,45.5816626973,4.7572616296,29359144.4,16683042.83,6670077.59,0.0,739054.68,3010804.44,0.0093
21690096900017,216900969,69,GRIGNY,96,69096,9941,993.7,0.1,Droite,45.6080535265,4.78645083138,11704357.93,6295269.06,2938771.38,275944.65,73512.53,1390016.82,0.0085
21690105800018,216901058,69,LACENAS,105,69105,1029,280.57,0.27,Non classé,45.986314587,4.64749345552,724495.28,316273.73,199679.2,12078.98,60769.0,120867.27,0.0387
21690123100011,216901231,69,LYON,123,69123,520774,2914.85,0.01,Gauche,#N/D,#N/D,757812920.78,403251607.83,153710983.45,5589451.81,1425006.51,144101174.84,0.0004
21690143900010,216901439,69,NEUVILLE-SUR-SAONE,143,69143,7807,381.7,0.05,Gauche,45.8829276204,4.84373616973,10320335.64,6090318.46,2072052.06,42799.78,2291.73,1337774.25,0.0037
