SIRET,SIREN,DEPARTEMENT,NOM_COMMUNE,INSEE,CODE_COMMUNE,POP_2022,FRAIS_REPRESENTATION,EUR_PAR_HAB,COUL_POL,LATITUDE,LONGITUDE,TOTAL_CHARGES,CHARGES_PERSONNEL,ACHATS_SERVICES,CHARGES_FINANCIERES,CHARGES_EXCEPT,AUTRES_CHARGES_GESTION,RATIO_FRAIS_REP
21330307600011,213303076,33,NOAILLAN,307,33307,1698,711.95,0.42,Non classé,44.4800097936,-0.360121243141,1235750.15,542423.25,391297.33,11486.29,2072.69,200326.4,0.0576
21330314200011,213303142,33,PAUILLAC,314,33314,5165,6000.0,1.16,Centre,45.1990068041,-0.758200153521,8877422.63,3386534.97,3481544.79,128959.09,142247.27,917777.75,0.0676
21330333200018,213303332,33,LE PORGE,333,33333,3418,247.0,0.07,Non classé,44.867037132,-1.14092605911,7234513.5,3000928.22,2154488.05,60747.08,107525.73,1047767.68,0.0034
21330376100018,213303761,33,SAINT-AUBIN-MEDOC,376,33376,7764,93.6,0.01,Droite,44.9333497941,-0.748518197327,8820874.91,4897625.67,2482978.05,234413.06,94984.74,354048.65,0.0011
21330393600016,213303936,33,SAINT-DENIS-DE-PILE,393,33393,5916,1576.86,0.27,Gauche,44.9879017706,-0.183958862029,6040817.33,2849489.6,1657583.29,76985.28,242679.72,466357.68,0.0261
21330417300015,213304173,33,SAINTE-HELENE,417,33417,3068,1942.5,0.63,Non classé,44.9726615806,-0.913525242529,4577534.16,1544181.17,1449718.08,101470.14,186100.0,931951.46,0.0424
21330485000018,213304850,33,SAINTE-TERRE,485,33485,1890,706.88,0.37,,44.8338850704,-0.120538591172,1597198.05,749233.77,699876.65,19078.13,0.0,98972.5,0.0443
21330503000016,213305030,33,SAUMOS,503,33503,549,115.5,0.21,Non classé,44.9121930542,-1.00529484975,885660.29,263484.31,191928.28,4903.83,1524.49,406115.75,0.013
21330522000013,213305220,33,TALENCE,522,33522,45869,6013.64,0.13,Centre,44.8060817507,-0.591124592873,50402346.23,29074988.81,9105197.97,814460.73,183554.16,8261952.07,0.0119
21330540200017,213305402,33,VENDAYS-MONTALIVET,540,33540,2820,3903.46,1.38,Non classé,45.3394672808,-1.10059258014,10115480.4,4223944.07,2861918.21,244018.91,1859374.2,463828.06,0.0386
21340031000016,213400310,34,BESSAN,31,34031,5705,190.0,0.03,Droite,43.3569862701,3.41660408543,5241680.33,2001313.15,1255268.56,64524.36,418500.0,1239628.94,0.0036
21340033600011,213400336,34,BOISSERON,33,34033,2178,116.8,0.05,Non classé,43.7523646952,4.07621075324,2136144.24,1276643.91,521887.06,50321.78,0.0,253016.7,0.0055
21340051800014,213400518,34,CANET,51,34051,3600,423.95,0.12,Courants politiques divers,43.5983184879,3.48279950593,2228905.69,1353242.12,563381.88,22160.26,2200.0,154282.53,0.019
21340065800018,213400658,34,CAZEDARNES,65,34065,640,4672.72,7.3,Non classé,43.4234094585,3.0282977991,619159.59,321748.07,165852.3,35976.56,0.0,80816.05,0.7547
21340066600011,213400666,34,CAZEVIEILLE,66,34066,228,185.0,0.81,Non classé,43.7640929334,3.79487938999,191549.38,88758.67,54430.2,781.03,0.0,45733.16,0.0966
21340082300018,213400823,34,COMBAILLAUX,82,34082,1961,3800.0,1.94,Non classé,43.6724651023,3.77949432527,1482805.81,898271.92,398131.11,16967.53,0.0,123320.74,0.2563
21340116900072,213401169,34,GRABELS,116,34116,9060,931.39,0.1,Gauche,43.6507076799,3.79423262021,9104433.93,5749575.02,1736699.12,437427.12,2240.45,614129.26,0.0102
21340120100016,213401201,34,JACOU,120,34120,6964,2200.0,0.32,Gauche,43.6629846943,3.9119610777,6562442.08,4136434.09,1423931.02,49126.6,0.0,449521.95,0.0335
21340125000013,213401250,34,LAGAMAS,125,34125,110,600.0,5.45,Non classé,43.6745844077,3.5321562547,62323.17,23270.54,19404.01,0.0,0.0,19648.62,0.9627
21340129200015,213401292,34,LATTES,129,34129,17592,848.6,0.05,Gauche,43.5638594056,3.90226222861,25124479.87,11216218.63,5037897.52,214972.54,679578.49,4132772.6,0.0034
21340135900012,213401359,34,LESPIGNAN,135,34135,3355,2000.0,0.6,Non classé,43.2737109255,3.16982256617,3300977.09,1568955.59,809922.44,122047.84,8586.9,751838.81,0.0606
21340141700018,213401417,34,LA LIVINIERE,141,34141,526,281.48,0.54,Non classé,43.3372267899,2.63272340257,842199.14,349362.02,332070.88,13591.56,1440.0,59515.9,0.0334
21340146600015,213401466,34,LUNEL-VIEL,146,34146,4497,3000.0,0.67,Courants politiques divers,43.6826642395,4.08422296335,4979820.03,2613783.42,1524223.58,91541.76,7837.2,340693.71,0.0602
21340150800014,213401508,34,MARSEILLAN,150,34150,8047,3081.24,0.38,Droite,43.3605776007,3.54718963761,27186544.51,8563712.56,4597041.92,1024680.33,8429322.65,993435.33,0.0113
21340151600017,213401516,34,MARSILLARGUES,151,34151,6787,2828.0,0.42,Courants politiques divers,43.6268280772,4.14781957357,8506966.57,4013818.4,2699445.54,102048.94,29785.75,588316.79,0.0332
21340154000017,213401540,34,MAUGUIO,154,34154,16417,3000.0,0.18,Gauche,43.5928279472,4.00425693337,33938011.42,17314799.11,10065108.56,395253.01,9595.38,3485268.9,0.0088
21340170600014,213401706,34,MONTOULIERS,170,34170,232,604.02,2.6,Non classé,43.3353694214,2.90623639932,235458.01,106731.71,76386.91,2111.32,0.0,43879.25,0.2565
21340192000011,213401920,34,PALAVAS-LES-FLOTS,192,34192,6007,22196.76,3.7,Droite,43.533536456,3.92620839566,23487510.93,13191247.97,5445097.33,247916.96,73007.3,2021418.09,0.0945
21340202700014,213402027,34,PIGNAN,202,34202,8326,985.69,0.12,Gauche,43.5855297709,3.74922617626,6064370.56,3902011.2,1429113.69,52816.02,9757.55,296691.83,0.0163
21340203500017,213402035,34,PINET,203,34203,2012,50.6,0.03,Non classé,43.4090371213,3.51249503942,1606264.04,847526.99,486438.6,38918.29,0.0,177402.36,0.0032
21340244900010,213402449,34,SAINT-BRES,244,34244,3462,190.0,0.05,Non classé,43.6665945893,4.03794071375,2698997.45,1660388.23,816248.87,40264.65,0.0,160491.65,0.007
21340299300017,213402993,34,SERIGNAN,299,34299,8437,4000.0,0.47,Droite,43.2733185307,3.29725083254,11671418.58,6826383.88,2875723.04,174153.74,71080.85,743834.24,0.0343
21340301700014,213403017,34,SETE,301,34301,45090,4742.4,0.11,Droite,43.3917705831,3.64705148296,98756314.86,37236929.54,24855949.78,2541448.36,9849508.64,17095818.72,0.0048
21340332200018,213403322,34,VIAS,332,34332,5960,5000.0,0.84,Droite,43.3131142636,3.39889710362,11183134.53,5350427.52,2468301.52,317040.68,261874.25,1437318.65,0.0447
21350009300017,213500093,35,BAGUER-MORVAN,9,35009,1697,190.0,0.11,Non classé,48.5049240687,-1.77192284883,1083970.51,450490.03,325381.71,2776.75,0.0,239028.66,0.0175
21350031700010,213500317,35,LA BOUEXIERE,31,35031,4602,683.8,0.15,Gauche,48.1743733249,-1.43646357128,6038060.55,2194915.2,2784362.41,169528.09,19921.26,539592.11,0.0113
21350044000010,213500440,35,BROUALAN,44,35044,411,50.0,0.12,Non classé,48.4755754459,-1.66143618132,369989.92,119202.23,70690.94,6010.19,0.0,159888.85,0.0135
21350076200017,213500762,35,CHAVAGNE,76,35076,4562,132.3,0.03,Gauche,48.0561574005,-1.78649242036,3995876.97,1934409.19,1130928.59,72802.38,1900.72,572998.58,0.0033
21350085300014,213500853,35,COMBOURG,85,35085,6324,95.0,0.02,Droite,48.4083560805,-1.74519435019,6859616.87,2870717.8,2238591.11,367.87,289433.22,696962.69,0.0014
21350117400014,213501174,35,GAEL,117,35117,1617,120.0,0.07,Non classé,48.1184219135,-2.22847304876,1423928.32,570147.69,507083.14,59022.51,40519.59,166735.98,0.0084
21350228900019,213502289,35,PLEURTUIT,228,35228,7064,33.23,0.0,Droite,48.5827256783,-2.05991444738,6081907.97,2935214.57,1738505.89,82436.73,275093.4,529821.49,0.0005
21350234700015,213502347,35,QUEDILLAC,234,35234,1272,71.45,0.06,Non classé,48.2378252875,-2.14354106551,993957.6,293202.95,256713.95,22649.41,24990.0,264937.34,0.0072
21350247900016,213502479,35,ROZ-SUR-COUESNON,247,35247,1036,30.0,0.03,Non classé,48.5961737576,-1.59343425986,1014914.31,333948.2,389355.18,19899.93,105191.1,136463.09,0.003
21350287500015,213502875,35,SAINT-LUNAIRE,287,35287,2647,636.8,0.24,Non classé,48.620460045,-2.09655988835,4244532.15,1985110.35,1468214.12,19049.06,37997.99,321521.1,0.015
21350299000012,213502990,35,SAINT-MELOIR-DES-ONDES,299,35299,4666,308.8,0.07,Centre,48.6387125438,-1.90517612803,3725094.26,1238299.34,1380676.33,50166.1,100000.0,570915.49,0.0083
21350329500015,213503295,35,SOUGEAL,329,35329,544,95.0,0.17,Non classé,48.5026972021,-1.51517240399,536390.41,168210.47,165734.77,8590.2,1046.6,160225.3,0.0177
21350337800019,213503378,35,TINTENIAC,337,35337,3877,143.31,0.04,Gauche,48.3231993668,-1.83043308458,4128832.46,1434513.09,1164837.37,64864.46,425480.0,519908.73,0.0035
21350352700011,213503527,35,VERN-SUR-SEICHE,352,35352,8272,448.4,0.05,Courants politiques divers,48.0525245014,-1.60521106164,8915834.35,4319090.98,2223738.79,128459.88,13815.47,1725452.03,0.005
20008220400013,200082204,36,LEVROUX,93,36093,2802,370.54,0.13,Non classé,46.9727032392,1.63027138239,3712991.17,1393518.08,1680479.18,49828.54,25379.26,396541.38,0.01
21360004200013,213600042,36,ANJOUIN,4,36004,315,95.0,0.3,Non classé,47.2008943989,1.80745396051,257857.32,91584.08,50528.81,1174.55,21876.65,90627.51,0.0368
21360048900040,213600489,36,CHAVIN,48,36048,270,83.0,0.31,Non classé,46.5625110461,1.61164678911,264450.97,136415.74,64685.07,3114.42,0.0,52464.65,0.0314
21360195800019,213601958,36,SAINT-GEORGES-SUR-ARNON,195,36195,554,660.0,1.19,Non classé,46.9864324213,2.06490343076,745255.98,328317.17,194789.87,26999.93,53315.45,88854.16,0.0886
20006593600011,200065936,37,LANGEAIS,123,37123,4370,1448.91,0.33,,47.3498571755,0.367495526989,5547320.05,2529800.81,1617264.13,187371.12,231689.49,573648.86,0.0261
21370026300055,213700263,37,BETZ-LE-CHATEAU,26,37026,508,95.0,0.19,Non classé,47.000465147,0.95244957404,455221.87,218574.46,142531.62,3269.01,0.0,67980.04,0.0209
21370034700015,213700347,37,BRASLOU,34,37034,320,72.0,0.23,Non classé,46.9991365379,0.407502661528,274272.35,62372.82,116987.74,8014.26,0.0,58323.83,0.0263
21370050300013,213700503,37,CHAMBRAY-LES-TOURS,50,37050,11877,246.5,0.02,Gauche,47.3312652065,0.716803612336,19010578.25,8397914.1,5095028.02,377130.86,16596.76,1528208.15,0.0013
21370063600011,213700636,37,CHATEAU-RENAULT,63,37063,4560,1711.65,0.38,Droite,47.592456846,0.909725910608,7642703.39,4053570.49,1909662.44,185774.19,141299.24,440138.53,0.0224
21370122000013,213701220,37,JOUE-LES-TOURS,122,37122,38432,3830.73,0.1,,47.333556074,0.654546300116,55555390.0,31488072.0,12540792.36,801535.65,2221228.26,4975832.46,0.0069
21370124600018,213701246,37,LARCAY,124,37124,2577,186.8,0.07,Non classé,47.352701653,0.776083557562,2454081.44,896884.97,770017.3,29585.44,54157.18,621620.82,0.0076
21370149300016,213701493,37,MARRAY,149,37149,489,597.76,1.22,Non classé,47.6239178814,0.703746317881,353699.64,92293.84,89048.28,1751.51,25528.67,119109.19,0.169
21370151900091,213701519,37,LA MEMBROLLE-SUR-CHOISILLE,151,37151,3270,762.85,0.23,Non classé,47.4448360187,0.624543767532,5265387.18,1251018.24,650548.38,11813.06,2999607.78,187123.34,0.0145
21370156800015,213701568,37,MONTLOUIS-SUR-LOIRE,156,37156,11261,750.2,0.07,Gauche,47.3824921367,0.841267944196,14216619.4,6235429.37,4211267.46,412286.61,24528.49,1047627.85,0.0053
21370166700015,213701667,37,NEUILLE-LE-LIERRE,166,37166,763,39.0,0.05,Non classé,47.5114791555,0.916388700015,492886.14,198680.34,239264.23,4704.0,198.0,41013.24,0.0079
21370183200015,213701832,37,PERRUSSON,183,37183,1417,39.0,0.03,Non classé,47.0926524002,1.00808800981,1257862.77,541236.6,571194.27,21264.54,144.29,102896.14,0.0031
21370195600012,213701956,37,LA RICHE,195,37195,10349,2633.15,0.25,,47.3812692668,0.637590445417,15201728.09,7785414.21,3313042.15,110226.6,617997.46,2004798.48,0.0173
21370218600015,213702186,37,SAINT-FLOVIER,218,37218,577,290.0,0.5,Non classé,46.9710693566,1.02123750172,505334.61,205885.11,212923.2,15019.4,450.0,54874.9,0.0574
21370219400019,213702194,37,SAINT-GENOUPH,219,37219,1022,156.0,0.15,Non classé,47.3724173906,0.589386626061,954357.91,347046.6,213846.42,20409.95,190842.53,86426.17,0.0163
21370233500018,213702335,37,SAINT-PIERRE-DES-CORPS,233,37233,15698,691.6,0.04,,47.3884488197,0.738011772072,28050410.44,16007985.9,6487284.37,355259.5,589054.31,2837631.7,0.0025
21370257400012,213702574,37,THILOUZE,257,37257,1798,36.0,0.02,Non classé,47.2196901123,0.601021340969,1184591.08,624619.69,398627.05,16843.69,22.1,89166.65,0.003
21370261600011,213702616,37,TOURS,261,37261,138668,4038.06,0.03,Gauche,47.3986382281,0.696526376417,204547954.01,106656640.16,49742974.91,6153838.93,2956597.07,25397863.21,0.002
21380052700011,213800527,38,LE BOURG D'OISANS,52,38052,2840,361.5,0.13,Non classé,45.0344190241,6.03272664873,6795945.88,2502268.89,2158220.54,161789.79,489475.63,553133.27,0.0053
21380059200015,213800592,38,BRIE-ET-ANGONNES,59,38059,2509,26.23,0.01,Non classé,45.1234335157,5.77865185697,2414388.58,817872.21,937676.86,42872.67,223954.68,315080.07,0.0011
21380075800012,213800758,38,CHAPAREILLAN,75,38075,3049,608.2,0.2,Non classé,45.461591172,5.95800759236,2703641.78,1314902.43,858987.97,90479.01,54058.2,277202.57,0.0225
21380120200010,213801202,38,LA COMBE-DE-LANCEY,120,38120,730,218.12,0.3,Non classé,45.1978039012,5.91875544895,576484.85,264210.88,197873.82,18876.97,261.0,68838.47,0.0378
21380131900012,213801319,38,COTES-D'AREY,131,38131,2023,81.66,0.04,Non classé,45.4567699874,4.87918171813,2104205.03,736712.16,634388.26,82861.41,530000.0,89778.6,0.0039
21380139200019,213801392,38,CREYS-MEPIEU,139,38139,1576,475.0,0.3,Non classé,45.7442083563,5.46517571315,2743117.57,712848.7,945065.47,0.0,115.0,979777.21,0.0173
21380179800017,213801798,38,GIERES,179,38179,7353,551.4,0.07,Gauche,45.1823272189,5.79171566019,9193638.55,4327643.08,2395375.81,97150.24,432351.95,1324940.73,0.006
21380194700051,213801947,38,IZEAUX,194,38194,2138,310.9,0.15,,45.3435240269,5.4297566361,1705183.0,806111.61,595393.0,33790.9,18169.39,204131.99,0.0182
21380215000010,213802150,38,LUZINAY,215,38215,2438,67.9,0.03,Non classé,45.5897867329,4.95688934298,1684767.29,821024.08,592799.96,19464.36,0.0,216112.42,0.004
21380230900012,213802309,38,MEYRIE,230,38230,1088,209.6,0.19,Non classé,45.5602461635,5.2848381306,604057.83,246578.58,231134.49,9657.14,5.7,81823.4,0.0347
21380239000012,213802390,38,MOIRANS,239,38239,7573,526.1,0.07,Gauche,45.3189486892,5.56212081976,11166536.99,5949717.65,2940786.87,115866.51,7165.0,1547022.62,0.0047
21380261400015,213802614,38,MORESTEL,261,38261,4416,286.35,0.06,Droite,45.6800024667,5.47063929574,4723427.17,1763582.31,1599238.19,107222.39,380254.1,580069.07,0.0061
21380270500011,213802705,38,LA MURETTE,270,38270,1838,13.5,0.01,Non classé,45.3817551694,5.54168814307,1397288.59,651920.5,505531.98,17932.41,391.53,125910.12,0.001
21380289500010,213802895,38,OZ,289,38289,214,781.0,3.65,Non classé,45.1279422675,6.07379501436,6171069.57,1336763.9,2004936.22,195536.7,3316.73,2191187.05,0.0127
21380318200012,213803182,38,PONT-EVEQUE,318,38318,5843,204.0,0.03,Droite,45.5342814016,4.92402983198,6061102.36,3020192.36,1881841.24,176482.57,22818.05,527657.11,0.0034
21380347100019,213803471,38,ROYBON,347,38347,1103,668.2,0.61,Non classé,45.248160347,5.24908854809,1067379.67,395654.67,345584.98,129320.21,1800.0,106136.7,0.0626
21380348900011,213803489,38,RUY-MONTCEAU,348,38348,4771,95.0,0.02,Centre,45.590349924,5.344319552,3413651.48,1743308.41,1207765.38,64293.34,6475.97,149336.08,0.0028
21380389300014,213803893,38,SAINT-GEORGES-D'ESPERANCHE,389,38389,3500,327.0,0.09,Non classé,45.5603583404,5.0798569447,3536992.67,1532164.68,1236079.67,105460.33,159815.64,330755.54,0.0092
21380416400019,213804164,38,SAINT-MARCELLIN,416,38416,7705,1099.92,0.14,Centre,45.1534136901,5.31720171085,11123743.66,5116796.36,3242149.28,93228.61,1052.73,1624153.32,0.0099
21380455200015,213804552,38,SAINT-SAVIN,455,38455,4297,380.0,0.09,Droite,45.6254619795,5.32143071399,2676416.03,1230513.33,837423.32,73325.46,102193.15,195907.41,0.0142
21380475000015,213804750,38,SATOLAS-ET-BONCE,475,38475,2540,1600.34,0.63,,45.682504844,5.12584106732,2151006.12,669154.84,1212076.51,0.0,13142.07,187694.97,0.0744
21380495800014,213804958,38,LA SONE,495,38495,614,95.0,0.15,Non classé,45.1166600305,5.28073341872,429544.46,212538.01,141423.92,1191.7,0.0,60764.11,0.0221
21380519500012,213805195,38,VALENCIN,519,38519,2897,0.0,0.0,Non classé,45.6076400854,5.02757104948,1905572.67,856464.79,586465.77,79919.59,43913.57,148248.09,0.0
21380537700016,213805377,38,LA VERPILLIERE,537,38537,7643,330.0,0.04,Centre,45.637750025,5.14915516278,8366984.64,4721145.7,1962453.09,219328.57,68414.77,554743.05,0.0039
21380548400010,213805484,38,VILLARD-DE-LANS,548,38548,4365,347.85,0.08,Centre,45.0600847837,5.54420891959,15683081.57,5269149.38,5085047.81,239608.85,72736.82,3057051.51,0.0022
21380567400016,213805674,38,CHAMROUSSE,567,38567,438,1425.0,3.25,Non classé,45.1197427134,5.89438297795,6839665.65,2055513.94,3260837.04,124607.08,1680.0,1173606.09,0.0208
21390059000018,213900590,39,BOIS-D'AMONT,59,39059,1695,243.94,0.14,Non classé,46.5361950227,6.1273377518,1737679.96,754840.68,531225.4,82586.14,0.0,243854.04,0.014
21390150700011,213901507,39,CHOISEY,150,39150,1002,112.0,0.11,,47.0588384803,5.45057837104,850712.77,247027.37,302734.44,26408.67,159125.07,96067.27,0.0132
21390198600017,213901986,39,DOLE,198,39198,23784,4419.71,0.19,Droite,47.0755452538,5.50062446099,27928112.43,1509676.24,18061655.11,1173247.06,1026844.47,2770006.78,0.0158
21390271100018,213902711,39,LAC-DES-ROUGES-TRUITES,271,39271,395,275.1,0.7,Non classé,46.6006239723,6.01003067778,508868.47,71658.98,172967.16,10697.48,10108.0,140475.33,0.0541
21390397400011,213903974,39,ORGELET,397,39397,1571,1112.8,0.71,Non classé,46.5063359095,5.62225313092,2034982.49,646888.21,919786.13,127954.93,14500.99,214089.36,0.0547
21390405500018,213904055,39,PARCEY,405,39405,1023,475.0,0.46,Non classé,47.0223001054,5.47952052073,499461.29,186686.61,221014.05,1421.93,0.0,64798.36,0.0951
21390478200017,213904782,39,SAINT-CLAUDE,478,39478,8556,581.78,0.07,Droite,46.408600398,5.87556247635,17459197.28,9104481.53,4289984.7,494207.34,441360.79,1134027.26,0.0033
20008471300011,200084713,40,MORCENX LA NOUVELLE,197,40197,5005,570.0,0.11,Gauche,44.0410936254,-0.888623636398,8579134.89,4682105.99,2009696.8,192517.99,217599.01,832897.65,0.0066
21400019200010,214000192,40,AUREILHAN,19,40019,1117,121.5,0.11,Non classé,44.2117478981,-1.1894638558,1113779.38,351271.63,264150.67,33946.11,184900.0,259914.01,0.0109
21400054900011,214000549,40,BRASSEMPOUY,54,40054,273,291.0,1.07,Non classé,43.6312997727,-0.701734631643,192867.7,77954.51,61601.96,1287.62,0.0,46604.58,0.1509
21400116600013,214001166,40,GOUTS,116,40116,272,95.0,0.35,Non classé,43.7784036794,-0.77835350511,234069.39,58956.25,68550.26,3591.78,0.0,96648.61,0.0406
21400143000013,214001430,40,LAMOTHE,143,40143,305,95.0,0.31,,43.7965160092,-0.660546557515,293530.24,117556.51,101954.09,4960.37,0.0,65719.52,0.0324
21400273500014,214002735,40,SAINT-MARTIN-DE-SEIGNANX,273,40273,6123,0.0,0.0,Gauche,43.5323882683,-1.38747903614,9407725.47,4490338.67,1722126.0,162350.22,1806773.25,790760.91,0.0
21400279200015,214002792,40,SAINT-PAUL-LES-DAX,279,40279,14114,808.43,0.06,Gauche,43.7464083139,-1.08127980711,16969757.87,10132317.85,3510448.27,194992.27,350352.61,1608539.67,0.0048
21400287500018,214002875,40,SANGUINET,287,40287,4662,577.1,0.12,Centre,44.4778702748,-1.06434519608,6245734.32,3386394.36,1552327.29,52141.76,21870.55,761384.49,0.0092
21410049700012,214100497,41,CHEMERY,49,41049,944,955.5,1.01,Non classé,47.3579321588,1.48828738299,2135208.15,885062.18,686282.42,18419.77,125956.96,380969.31,0.0447
21410084400015,214100844,41,LA FERTE-IMBAULT,84,41084,951,236.7,0.25,Non classé,47.4015726244,1.95894695638,1203894.79,420746.55,309539.08,3194.78,295379.51,164199.4,0.0197
21410106500016,214101065,41,LAMOTTE BEUVRON,106,41106,4519,6000.0,1.33,Droite,47.6033008872,2.02321996926,6129205.25,2594064.22,1985764.89,75694.23,107906.71,764858.17,0.0979
21410118000013,214101180,41,LOREUX,118,41118,224,260.0,1.16,Non classé,47.4034848676,1.84312740656,233713.48,98551.36,68783.21,4062.39,6398.62,46651.13,0.1112
21410120600016,214101206,41,LUNAY,120,41120,1260,154.87,0.12,Non classé,47.8098385704,0.904566521301,1039100.74,433181.54,418357.61,6889.58,41670.29,120374.28,0.0149
21410194100018,214101941,41,ROMORANTIN-LANTHENAY,194,41194,18377,2104.8,0.11,Gauche,47.3745226341,1.74456385409,27655950.3,16082789.68,5998116.29,498473.96,136201.08,1997998.56,0.0076
21410198200012,214101982,41,SAINT-AIGNAN-SUR-CHER,198,41198,2826,2877.2,1.02,Non classé,47.2506398056,1.33425450761,3438755.95,1564948.1,1224516.61,37044.77,128352.6,172532.15,0.0837
21410229500018,214102295,41,SAINT-ROMAIN-SUR-CHER,229,41229,1458,203.3,0.14,Non classé,47.318457927,1.38640795013,1261840.8,552865.89,447000.95,54172.34,470.0,119608.2,0.0161
21410242800015,214102428,41,SELLES-SUR-CHER,242,41242,4225,937.61,0.22,Droite,47.2776447687,1.56387082496,5426573.38,1957663.01,1974072.93,128270.73,4339.04,544763.28,0.0173
21410269100018,214102691,41,VENDOME,269,41269,15566,290.0,0.02,Droite,47.8013026692,1.06106057175,18413711.37,7432980.48,8395931.58,253986.81,70480.54,934019.89,0.0016
21420019800015,214200198,42,BOEN,19,42019,3017,1500.0,0.5,,45.7506601362,4.00890511945,6637539.69,1523254.23,681384.87,265407.79,3498858.01,521463.52,0.0226
21420022200013,214200222,42,BONSON,22,42022,4478,144.9,0.03,,45.5220857407,4.22151504235,4037640.14,1795686.21,1221546.95,140694.73,142500.0,319736.59,0.0036
21420023000131,214200230,42,BOURG-ARGENTAL,23,42023,2920,6303.0,2.16,Non classé,45.3037339216,4.56653101213,3815242.0,1533200.52,1311204.79,304535.75,4000.0,407630.68,0.1652
21420059400015,214200594,42,CHAZELLES-SUR-LYON,59,42059,5507,73.56,0.01,Droite,45.6292859414,4.37386809116,5109103.4,2446084.88,1217049.18,151563.1,274867.1,595630.59,0.0014
21420138600015,214201386,42,MARINGES,138,42138,679,488.4,0.72,Non classé,45.660883929,4.35369654471,343913.62,91656.97,83005.92,11064.81,0.94,122201.48,0.142
21420149300019,214201493,42,MONTROND-LES-BAINS,149,42149,5655,62.8,0.01,Droite,45.6352746305,4.24093173504,5716937.55,2300575.37,1474899.03,244902.49,13855.0,945587.5,0.0011
21420185700015,214201857,42,RIVAS,185,42185,737,510.96,0.69,Non classé,45.5885484014,4.25049605154,596893.02,134791.09,284337.58,0.0,0.0,143112.96,0.0856
21420206100013,214202061,42,SAINT-BONNET-LES-OULES,206,42206,1817,800.82,0.44,Non classé,45.5412626706,4.33171249228,1195457.12,218666.94,450433.61,3293.8,20060.0,413092.69,0.067
21420223600011,214202236,42,SAINT-GENEST-LERPT,223,42223,6182,2000.0,0.32,Gauche,45.4557410438,4.33134504197,7524992.44,3425247.81,1799764.52,187568.04,3650.0,1306956.41,0.0266
21420225100085,214202251,42,GENILAC,225,42225,3821,564.3,0.15,Droite,45.5351394274,4.57332962492,2671517.63,1321772.28,724034.39,87547.46,0.0,310848.1,0.0211
21420332500011,214203325,42,VILLEREST,332,42332,5175,3000.0,0.58,Droite,45.9976820966,4.02783295013,4114847.99,1849527.58,1197945.64,53818.04,7558.5,411067.64,0.0729
20005812100019,200058121,44,CHAUMES-EN-RETZ,5,44005,7288,1309.92,0.18,Gauche,47.1592162214,-1.95412512421,6456434.05,2530471.28,1659928.97,192786.56,702405.09,724588.63,0.0203
21440009500128,214400095,44,BASSE-GOULAINE,9,44009,9617,260.73,0.03,Droite,47.2120137336,-1.46246852595,9378874.63,4188413.4,3437184.25,37857.4,262471.27,927100.29,0.0028
21440020200013,214400202,44,BOUGUENAIS,20,44020,20590,675.5,0.03,Centre,47.1709061678,-1.61739752858,28996842.47,18234718.29,5783977.07,55849.82,746184.04,2169622.31,0.0023
21440023600011,214400236,44,BOUVRON,23,44023,3067,48.6,0.02,Non classé,47.4171698448,-1.87739194688,3236932.07,1339585.15,1299382.21,105852.49,43786.76,300156.42,0.0015
21440055800018,214400558,44,LA BAULE-ESCOUBLAC,55,44055,16613,3200.35,0.19,Droite,47.2909720179,-2.3538291745,38306720.25,16601192.35,11280022.14,289930.42,87205.99,6201188.66,0.0084
21440123400015,214401234,44,PIERRIC,123,44123,1011,95.0,0.09,Non classé,47.6890990862,-1.77486264797,787647.05,240616.51,335827.88,2553.78,9336.64,177536.22,0.0121
21440130900015,214401309,44,PONT-SAINT-MARTIN,130,44130,6942,1456.69,0.21,Courants politiques divers,47.126582936,-1.56594193848,7824600.7,4282462.05,2289759.93,113313.76,61815.89,495086.12,0.0186
21440136600056,214401366,44,PREFAILLES,136,44136,1246,0.0,0.0,Non classé,47.131466657,-2.21391536402,2674370.18,1319253.95,949660.2,35668.98,16626.96,180956.87,0.0
21440141600018,214401416,44,REMAUDIERE LA,141,44141,1288,41.5,0.03,Non classé,47.2265214538,-1.23167770963,995257.96,337802.48,231588.38,8938.92,57660.0,305545.39,0.0042
21440144000018,214401440,44,RIAILLE,144,44144,2358,95.0,0.04,Non classé,47.5209726669,-1.31205698332,1869444.32,748527.39,533236.26,43812.97,1282.5,488753.37,0.0051
21440155600011,214401556,44,SAINT-COLOMBAN,155,44155,3499,24.6,0.01,Non classé,47.0251492396,-1.55906118865,3328140.21,1113144.45,1243288.16,34793.6,323064.42,503652.98,0.0007
21440156400015,214401564,44,CORCOUE-SUR-LOGNE,156,44156,3209,193.06,0.06,Non classé,46.9532455273,-1.60060237938,2512463.17,1310971.9,703096.56,87377.31,50.0,258895.58,0.0077
21440165500094,214401655,44,SAINT-HILAIRE-DE-CLISSON,165,44165,2405,2998.8,1.25,Non classé,47.0595826465,-1.3165732334,1890377.17,766658.92,554112.23,34481.95,208561.76,255842.83,0.1586
21440172100011,214401721,44,SAINTE-LUCE-SUR-LOIRE,172,44172,16227,70.0,0.0,Gauche,47.2536231327,-1.4728987153,17237727.96,9855435.26,3910026.47,196205.8,12224.01,2196926.42,0.0004
